# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
152.986,1391.435,-15.442,0.012,15.442,0.054,-453.094,0.083,453.094,179.989,4.718,0.053,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.77e6,0,311.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.779,5.905,856.287,334.878,0.5,0.185
153.486,1383.717,-15.426,0.032,15.441,0.632,-455.532,0.083,455.532,179.99,5.034,0.631,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.773e6,0,313.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.714,5.956,857.108,334.908,0.5,0.185
153.986,1376.005,-15.424,0.004,15.428,0.31,-458.088,0.083,458.088,179.99,5.189,0.31,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.772e6,0,311.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.525,6.006,857.929,334.938,0.5,0.185
154.486,1368.293,-15.422,0.006,15.423,0.173,-460.704,0.083,460.704,179.99,5.275,0.173,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.773e6,0,311.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.464,6.056,858.75,334.969,0.5,0.185
154.986,1360.584,-15.416,0.01,15.418,0.202,-463.366,0.082,463.366,179.99,5.376,0.201,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.775e6,0,311.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.595,6.106,859.57,334.999,0.5,0.185
155.486,1352.877,-15.411,0.01,15.412,0.156,-466.074,0.082,466.074,179.99,5.453,0.155,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.776e6,0,311.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.623,6.156,860.39,335.03,0.5,0.185
155.986,1345.173,-15.404,0.014,15.407,0.291,-468.837,0.082,468.837,179.99,5.598,0.29,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.777e6,0,312.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.913,6.206,861.21,335.06,0.5,0.185
156.486,1337.472,-15.399,0.01,15.4,0.18,-471.613,0.081,471.613,179.99,5.509,0.179,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.778e6,0,311.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.32,6.256,862.029,335.09,0.5,0.185
156.986,1329.774,-15.394,0.01,15.394,0.02,-474.366,0.081,474.366,179.99,5.5,0.018,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.779e6,0,311.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.484,6.306,862.848,335.121,0.5,0.185
157.486,1322.079,-15.386,0.016,15.39,0.306,-477.078,0.081,477.078,179.99,5.347,0.305,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.781e6,0,312.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.024,6.356,863.667,335.151,0.5,0.185
157.986,1314.388,-15.379,0.014,15.383,0.335,-479.709,0.081,479.709,179.99,5.18,0.335,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.782e6,0,312.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.825,6.406,864.486,335.181,0.5,0.185
158.486,1306.699,-15.375,0.009,15.376,0.18,-482.277,0.08,482.277,179.99,5.09,0.18,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.783e6,0,311.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.9,6.456,865.304,335.212,0.5,0.185
158.986,1299.013,-15.368,0.013,15.371,0.286,-484.786,0.08,484.786,179.991,4.947,0.286,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.784e6,0,311.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.645,6.506,866.122,335.242,0.5,0.185
159.486,1291.331,-15.361,0.015,15.366,0.383,-487.212,0.08,487.212,179.991,4.756,0.383,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.786e6,0,312.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.35,6.556,866.939,335.272,0.5,0.185
159.986,1283.651,-15.358,0.006,15.358,0.082,-489.579,0.079,489.579,179.991,4.715,0.082,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.786e6,0,311.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.63,6.606,867.756,335.302,0.5,0.185
160.486,1275.974,-15.352,0.01,15.353,0.15,-491.918,0.079,491.918,179.991,4.64,0.15,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.788e6,0,311.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.483,6.656,868.573,335.333,0.5,0.185
160.986,1268.299,-15.346,0.013,15.348,0.256,-494.27,0.079,494.27,179.991,4.768,0.256,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.789e6,0,311.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.044,6.706,869.39,335.363,0.5,0.186
161.486,1260.628,-15.341,0.01,15.341,0.12,-496.639,0.079,496.639,179.991,4.708,0.12,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.79e6,0,311.761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.583,6.756,870.206,335.393,0.5,0.186
161.986,1252.962,-15.323,0.036,15.342,0.707,-499.081,0.078,499.081,179.991,5.061,0.707,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.793e6,0,313.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.814,6.806,871.022,335.423,0.5,0.186
162.486,1245.3,-15.324,-0.002,15.326,0.25,-501.643,0.078,501.643,179.991,5.186,0.25,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.791e6,0,311.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.456,6.856,871.838,335.453,0.5,0.186
162.986,1237.638,-15.321,0.006,15.323,0.232,-504.207,0.078,504.207,179.991,5.07,0.232,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.793e6,0,311.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.826,6.906,872.653,335.484,0.5,0.186
163.486,1229.979,-15.317,0.007,15.318,0.049,-506.748,0.078,506.748,179.991,5.095,0.049,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.794e6,0,311.661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.149,6.955,873.468,335.514,0.5,0.186
163.986,1222.321,-15.312,0.01,15.313,0.079,-509.305,0.077,509.305,179.991,5.134,0.079,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.796e6,0,311.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.221,7.005,874.283,335.544,0.5,0.186
164.486,1214.667,-15.306,0.013,15.308,0.201,-511.897,0.077,511.897,179.991,5.234,0.201,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.797e6,0,311.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.451,7.055,875.097,335.574,0.5,0.186
164.986,1207.015,-15.299,0.013,15.302,0.257,-514.547,0.077,514.547,179.991,5.363,0.257,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.798e6,0,311.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.639,7.105,875.911,335.604,0.5,0.186
165.486,1199.367,-15.293,0.012,15.296,0.271,-517.194,0.076,517.194,179.992,5.227,0.271,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.799e6,0,311.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.943,7.154,876.725,335.634,0.5,0.186
165.986,1191.722,-15.289,0.009,15.289,0.146,-519.826,0.076,519.826,179.992,5.3,0.146,28.61,-80.605,9.788,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.8e6,0,311.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.458,7.204,877.539,335.665,0.5,0.186
166.486,1184.079,-15.281,0.014,15.285,0.312,-522.437,0.076,522.437,179.992,5.144,0.312,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.802e6,0,312.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.817,7.254,878.352,335.695,0.5,0.186
166.986,1176.44,-15.277,0.009,15.278,0.192,-525.033,0.076,525.033,179.992,5.24,0.192,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.802e6,0,311.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.446,7.303,879.165,335.725,0.5,0.186
167.486,1168.803,-15.271,0.011,15.273,0.187,-527.63,0.075,527.63,179.992,5.147,0.187,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.804e6,0,311.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.951,7.353,879.978,335.755,0.5,0.186
167.986,1161.171,-15.256,0.03,15.271,0.641,-530.123,0.075,530.123,179.992,4.826,0.64,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.046,4.806e6,0,313.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.154,7.403,880.79,335.785,0.5,0.186
168.486,1153.543,-15.256,-1.662e-5,15.258,0.232,-532.508,0.075,532.508,179.992,4.711,0.232,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.805e6,0,311.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.468,7.452,881.602,335.815,0.5,0.186
168.986,1145.915,-15.254,0.005,15.254,0.008,-534.862,0.074,534.862,179.992,4.707,0.007,28.61,-80.605,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.806e6,0,311.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.703,7.502,882.413,335.845,0.5,0.186
169.486,1138.289,-15.249,0.01,15.25,0.122,-537.231,0.074,537.231,179.992,4.768,0.122,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.808e6,0,311.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.9,7.552,883.224,335.875,0.5,0.187
169.986,1130.666,-15.244,0.01,15.244,0.046,-539.609,0.074,539.609,179.992,4.746,0.045,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.809e6,0,311.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.701,7.601,884.036,335.905,0.5,0.187
170.486,1123.045,-15.237,0.014,15.24,0.249,-542.013,0.074,542.013,179.992,4.87,0.248,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.811e6,0,311.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.135,7.651,884.847,335.935,0.5,0.187
170.986,1115.428,-15.233,0.009,15.233,0.065,-544.456,0.073,544.456,179.992,4.902,0.065,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.811e6,0,311.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.974,7.7,885.657,335.965,0.5,0.187
171.486,1107.815,-15.22,0.026,15.231,0.558,-546.977,0.073,546.977,179.992,5.181,0.557,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.814e6,0,312.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.77,7.75,886.467,335.995,0.5,0.187
171.986,1100.206,-15.216,0.006,15.221,0.332,-549.609,0.073,549.609,179.992,5.347,0.332,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.813e6,0,311.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.701,7.799,887.277,336.025,0.5,0.187
172.486,1092.598,-15.215,0.004,15.215,0.027,-552.28,0.073,552.28,179.992,5.334,0.027,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.814e6,0,311.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.309,7.849,888.087,336.055,0.5,0.187
172.986,1084.992,-15.21,0.009,15.21,0.042,-554.941,0.072,554.941,179.993,5.313,0.041,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.816e6,0,311.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.273,7.898,888.896,336.085,0.5,0.187
173.486,1077.388,-15.204,0.012,15.206,0.189,-557.622,0.072,557.622,179.993,5.408,0.189,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.817e6,0,311.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.609,7.948,889.705,336.115,0.5,0.187
173.986,1069.789,-15.193,0.022,15.202,0.487,-560.265,0.072,560.265,179.993,5.164,0.487,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.819e6,0,312.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.656,7.997,890.514,336.145,0.5,0.187
174.486,1062.193,-15.191,0.006,15.193,0.243,-562.816,0.071,562.816,179.993,5.043,0.243,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.819e6,0,311.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.79,8.046,891.322,336.175,0.5,0.187
174.986,1054.598,-15.187,0.007,15.188,0.108,-565.351,0.071,565.351,179.993,5.097,0.108,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.82e6,0,311.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.213,8.096,892.13,336.205,0.5,0.187
175.486,1047.006,-15.18,0.014,15.184,0.305,-567.861,0.071,567.861,179.993,4.944,0.305,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.822e6,0,312.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.627,8.145,892.938,336.235,0.5,0.187
175.986,1039.418,-15.174,0.013,15.178,0.341,-570.376,0.071,570.376,179.993,5.115,0.341,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.823e6,0,312.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.476,8.194,893.746,336.265,0.5,0.187
176.486,1031.832,-15.17,0.007,15.171,0.148,-572.915,0.07,572.915,179.993,5.041,0.147,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.823e6,0,311.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.889,8.244,894.553,336.295,0.5,0.187
176.986,1024.248,-15.164,0.012,15.167,0.261,-575.468,0.07,575.468,179.993,5.171,0.26,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.825e6,0,311.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.447,8.293,895.36,336.325,0.5,0.187
177.486,1016.667,-15.16,0.008,15.16,0.053,-578.06,0.07,578.06,179.993,5.197,0.052,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.825e6,0,311.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.255,8.342,896.166,336.354,0.5,0.187
177.986,1009.088,-15.155,0.01,15.155,0.017,-580.661,0.07,580.661,179.993,5.204,0.013,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.827e6,0,311.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.221,8.392,896.973,336.384,0.5,0.187
178.486,1001.513,-15.143,0.025,15.153,0.527,-583.329,0.069,583.329,179.993,5.467,0.527,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.829e6,0,312.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,6.02,8.441,897.779,336.414,0.5,0.188
178.986,993.942,-15.141,0.003,15.143,0.183,-586.04,0.069,586.04,179.993,5.376,0.183,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.828e6,0,311.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.188,8.49,898.585,336.444,0.5,0.188
179.486,986.373,-15.136,0.011,15.139,0.279,-588.762,0.069,588.762,179.993,5.515,0.278,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.83e6,0,311.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.809,8.539,899.422,336.474,0.5,0.188
179.986,978.807,-15.129,0.015,15.134,0.39,-591.471,0.068,591.471,179.993,5.32,0.39,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.832e6,0,312.177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.917,8.589,900.268,336.504,0.5,0.188
180.486,971.243,-15.125,0.008,15.127,0.223,-594.104,0.068,594.104,179.993,5.209,0.223,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.832e6,0,311.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.979,8.638,901.114,336.533,0.5,0.188
180.986,963.682,-15.119,0.011,15.122,0.242,-596.678,0.068,596.678,179.993,5.088,0.241,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.834e6,0,311.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.839,8.687,901.959,336.563,0.5,0.188
181.486,956.128,-15.097,0.045,15.123,0.86,-599.115,0.068,599.115,179.994,4.659,0.858,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.837e6,0,314.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.771,8.736,902.803,336.593,0.5,0.188
181.986,948.578,-15.104,-0.014,15.104,0.042,-601.449,0.067,601.449,179.994,4.679,0.04,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.834e6,0,311.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.724,8.785,903.647,336.623,0.5,0.188
182.486,941.027,-15.099,0.009,15.104,0.345,-603.832,0.067,603.832,179.994,4.852,0.345,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.837e6,0,311.934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.214,8.834,904.491,336.652,0.5,0.188
