# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.351,68.949,108.82,87.185,108.821,87.205,-0.363,-4.918e-6,0.363,-179.999,0.456,1.855,28.61,-80.6,9.792,0.761,-6.6e-7,4.881,-9.307e-4,3.683e4,9769.051,71.622,0.103,395.749,351.847,2.796,0.32,3.739e7,3660.481,88.113,0.63,0.631,0.435,0.062,0.133,0.136,0.358,4.377e-4,0,0,0,0,0.021,0.014,15.7,193.593,88.591,0.003,4.577,14.552,1005.163,340.117,0.05,0.025
1.401,74.499,113.178,87.194,113.179,87.23,-0.383,-4.434e-6,0.383,-179.999,0.347,2.5,28.61,-80.6,9.792,0.411,3.25e-7,5.133,-0.001,3.673e4,9671.111,71.5,0.103,399.064,351.562,3.026,0.333,3.886e7,3659.041,95.272,0.63,0.631,0.434,0.062,0.134,0.072,0.195,3.114e-4,0,0,0,0,0.021,0.014,15.7,193.593,88.341,0.003,4.438,14.516,1004.513,340.095,0.05,0.025
1.451,80.267,117.537,87.193,117.537,87.245,-0.397,-3.451e-6,0.397,-180,0.21,2.991,28.61,-80.6,9.792,0.32,-2.02e-6,5.305,-0.002,3.663e4,9573.171,71.378,0.103,400.023,351.275,3.105,0.346,4.035e7,3657.601,102.853,0.631,0.632,0.434,0.062,0.136,0.055,0.151,-4.782e-4,0,0,0,0,0.021,0.015,15.7,193.593,88.08,0.004,4.807,14.478,1003.836,340.073,0.05,0.025
1.501,86.253,121.895,87.178,121.895,87.252,-0.404,-1.807e-6,0.404,-180,0.045,3.601,28.61,-80.6,9.792,0.108,8.674e-7,5.405,-0.006,3.654e4,9475.231,71.255,0.102,402.175,350.987,3.26,0.359,4.183e7,3656.162,110.712,0.632,0.632,0.434,0.062,0.137,0.018,0.039,-1.286e-4,0,0,0,0,0.021,0.016,15.7,193.593,87.811,0.004,4.933,14.439,1003.134,340.049,0.05,0.025
1.551,92.456,126.251,87.112,126.251,87.217,-0.401,6.708e-7,0.401,180,0.152,4.29,28.61,-80.6,9.792,0.167,8.642e-7,-5.363,-0.004,3.644e4,9377.82,71.132,0.102,401.684,350.698,3.248,0.372,4.33e7,3653.507,118.892,0.633,0.634,0.433,0.062,0.138,0.029,0.112,3.85e-4,0,0,0,0,-0.019,0.016,15.7,193.593,87.542,0.004,4.899,14.399,1002.406,340.025,0.05,0.026
1.601,98.878,130.6,86.976,130.601,87.123,-0.388,4.124e-6,0.388,179.999,0.386,5.048,28.61,-80.6,9.792,0.481,0,-5.119,-0.002,3.634e4,9280.478,71.009,0.102,398.747,350.408,3.079,0.384,4.477e7,3648.985,127.43,0.635,0.635,0.433,0.063,0.139,0.085,0.276,3.519e-4,0,0,0,0,-0.016,0.017,15.7,193.593,87.279,0.003,4.72,14.357,1001.653,339.999,0.05,0.026
1.651,105.516,134.942,86.835,134.944,87.018,-0.362,8.581e-6,0.362,179.999,0.653,5.638,28.61,-80.6,9.792,0.616,7.77e-7,-4.711,-0.001,3.624e4,9183.135,70.885,0.102,397.589,350.117,3.024,0.397,4.624e7,3644.442,136.277,0.636,0.636,0.432,0.063,0.141,0.109,0.343,-1.741e-4,0,0,0,0,-0.013,0.017,15.7,193.593,87.033,0.003,4.887,14.314,1000.875,339.973,0.05,0.026
1.701,112.372,139.277,86.685,139.28,86.905,-0.322,1.395e-5,0.322,179.998,0.949,6.18,28.61,-80.6,9.792,0.726,2.048e-6,-4.19,-0.002,3.615e4,9085.793,70.761,0.102,396.683,349.824,2.985,0.41,4.77e7,3639.9,145.425,0.637,0.638,0.432,0.063,0.142,0.13,0.397,2.896e-4,0,0,0,0,-0.009,0.018,15.7,193.593,86.81,0.002,5.045,14.27,1000.071,339.946,0.05,0.026
1.751,119.444,143.604,86.509,143.61,86.785,-0.266,2.009e-5,0.266,179.996,1.276,6.912,28.61,-80.6,9.792,1.007,1.016e-6,-3.487,-0.002,3.605e4,8988.45,70.636,0.102,394.288,349.529,2.851,0.423,4.915e7,3635.357,154.982,0.638,0.64,0.431,0.063,0.143,0.184,0.531,4.414e-4,0,0,0,0,-0.006,0.018,15.7,193.593,86.617,9.746e-4,4.679,14.224,999.241,339.918,0.05,0.027
1.801,126.732,147.922,86.35,147.931,86.654,-0.194,2.67e-5,0.194,179.992,1.631,7.251,28.61,-80.6,9.792,1.014,-3.118e-7,-2.637,-3.467e-4,3.595e4,8891.108,70.51,0.102,394.337,349.233,2.873,0.436,5.061e7,3630.815,164.682,0.639,0.641,0.431,0.064,0.145,0.186,0.537,3.108e-4,0,0,0,0,-0.003,0.019,15.7,193.593,86.464,1.044e-4,4.886,14.176,998.386,339.89,0.05,0.027
1.851,134.236,152.232,86.182,152.246,86.515,-0.103,3.348e-5,0.103,179.981,2.002,7.587,28.61,-80.6,9.792,1.068,0,-1.702,-9.013e-4,3.586e4,8793.765,70.384,0.102,393.979,348.936,2.869,0.448,5.206e7,3626.272,174.703,0.64,0.643,0.43,0.064,0.146,0.197,0.565,1.599e-4,0,0,0,0,-0.001,0.019,15.7,193.593,86.355,-5.873e-4,4.849,14.127,997.506,339.86,0.05,0.027
1.901,141.955,156.535,86.029,156.553,86.364,0.007,4.015e-5,0.007,0.354,2.382,7.6,28.61,-80.6,9.792,0.96,8.026e-7,-0.733,-0.001,3.576e4,8696.451,70.257,0.101,395.024,348.636,2.955,0.461,5.35e7,3621.729,184.881,0.642,0.643,0.43,0.064,0.148,0.176,0.519,-1.22e-4,0,0,0,0,-2.286e-4,0.02,15.7,193.593,86.294,-0.001,5.124,14.077,996.601,339.83,0.05,0.028
1.951,149.889,160.826,85.813,160.85,86.151,0.135,4.652e-5,0.135,0.02,2.763,7.621,28.61,-80.6,9.792,0.92,3.539e-7,0.239,-0.001,3.566e4,8600.243,70.131,0.101,395.497,348.339,3.004,0.474,5.494e7,3615.361,195.38,0.643,0.645,0.429,0.064,0.149,0.168,0.505,-1.745e-4,0,0,0,0,2.309e-5,0.021,15.7,193.593,86.282,-0.002,5.097,14.026,995.671,339.798,0.05,0.028
2.001,158.037,165.105,85.564,165.135,85.88,0.283,5.245e-5,0.283,0.011,3.138,7.362,28.61,-80.6,9.792,0.767,0,1.176,-0.001,3.557e4,8504.035,70.004,0.101,396.978,348.04,3.117,0.487,5.637e7,3607.339,206.068,0.644,0.645,0.429,0.065,0.151,0.139,0.432,3.364e-4,0,0,0,0,5.295e-4,0.021,15.7,193.593,86.318,-0.002,5.271,13.973,994.715,339.766,0.05,0.028
2.051,166.399,169.371,85.307,169.407,85.599,0.449,5.782e-5,0.449,0.007,3.499,7.071,28.61,-80.6,9.792,0.65,7.625e-7,2.028,-0.001,3.547e4,8407.827,69.877,0.101,398.153,347.739,3.211,0.499,5.779e7,3599.317,217.049,0.646,0.646,0.428,0.065,0.152,0.117,0.373,3.327e-4,0,0,0,0,0.001,0.022,15.7,193.593,86.399,-0.002,5.233,13.918,993.734,339.733,0.05,0.028
2.101,174.974,173.624,85.053,173.667,85.308,0.632,6.238e-5,0.632,0.006,3.841,6.588,28.61,-80.6,9.792,0.474,1.928e-6,2.756,-0.002,3.537e4,8311.619,69.749,0.101,399.91,347.437,3.342,0.512,5.921e7,3591.295,228.284,0.647,0.647,0.428,0.065,0.154,0.084,0.279,-2.378e-4,0,0,0,0,0.003,0.022,15.7,193.593,86.519,-0.003,5.28,13.863,992.728,339.7,0.05,0.029
2.151,183.761,177.865,84.803,177.914,85.004,0.832,6.582e-5,0.832,0.005,4.151,5.844,28.61,-80.6,9.792,0.198,1.489e-6,3.217,-0.005,3.528e4,8215.412,69.62,0.101,402.693,347.133,3.539,0.524,6.062e7,3583.273,239.824,0.648,0.649,0.427,0.066,0.156,0.034,0.118,-1.876e-4,0,0,0,0,0.003,0.023,15.7,193.593,86.67,-0.004,5.587,13.806,991.698,339.665,0.05,0.029
2.201,192.76,182.093,84.532,182.147,84.694,1.047,6.793e-5,1.047,0.004,4.428,5.236,28.61,-80.6,9.792,0.023,1.668e-6,3.376,-0.037,3.518e4,8119.204,69.491,0.101,404.56,346.827,3.677,0.537,6.202e7,3575.251,251.684,0.65,0.65,0.427,0.066,0.157,0.004,0.011,1.11e-4,0,0,0,0,0.004,0.023,15.7,193.593,86.836,-0.004,5.568,13.747,990.642,339.63,0.05,0.029
2.251,201.97,186.306,84.232,186.365,84.357,1.274,6.859e-5,1.274,0.003,4.673,4.588,28.61,-80.6,9.792,0.155,-7.693e-7,-3.256,-0.005,3.509e4,8024.077,69.362,0.101,403.39,346.523,3.622,0.549,6.341e7,3566.724,263.863,0.651,0.651,0.426,0.066,0.159,0.027,0.101,3.681e-4,0,0,0,0,-0.003,0.024,15.7,193.593,87.003,-0.004,5.592,13.687,989.562,339.593,0.05,0.03
2.301,211.39,190.503,83.902,190.565,83.988,1.513,6.799e-5,1.513,0.003,4.882,3.808,28.61,-80.6,9.792,0.385,-4.324e-7,-2.782,-0.002,3.499e4,7929.063,69.233,0.101,401.327,346.218,3.51,0.562,6.479e7,3557.474,276.432,0.653,0.653,0.425,0.067,0.161,0.068,0.242,1.672e-4,0,0,0,0,-0.002,0.024,15.7,193.593,87.155,-0.004,5.873,13.626,988.457,339.556,0.05,0.03
2.351,221.02,194.683,83.544,194.748,83.615,1.762,6.664e-5,1.762,0.002,5.062,3.452,28.61,-80.6,9.792,0.427,-5.092e-7,-2.059,-0.001,3.49e4,7834.05,69.103,0.1,401.084,345.911,3.514,0.574,6.616e7,3548.219,289.098,0.655,0.655,0.425,0.067,0.163,0.076,0.269,-1.367e-4,0,0,0,0,-0.001,0.025,15.7,193.593,87.277,-0.002,5.655,13.563,987.328,339.518,0.05,0.03
2.401,230.858,198.844,83.168,198.913,83.234,2.02,6.514e-5,2.02,0.002,5.23,3.306,28.61,-80.6,9.791,0.405,-6.514e-7,-1.287,-6.831e-4,3.48e4,7739.036,68.973,0.1,401.455,345.603,3.557,0.587,6.751e7,3538.964,301.953,0.656,0.656,0.424,0.067,0.165,0.072,0.257,-2.062e-4,0,0,0,0,-4.375e-4,0.025,15.7,193.593,87.36,-0.001,5.349,13.499,986.174,339.48,0.05,0.031
2.451,240.904,202.982,82.713,203.054,82.766,2.285,6.411e-5,2.285,0.002,5.386,2.98,28.61,-80.6,9.791,0.481,4.086e-7,-0.412,-0.002,3.471e4,7645.136,68.844,0.1,400.917,345.296,3.543,0.599,6.887e7,3527.191,315.205,0.658,0.658,0.423,0.068,0.167,0.086,0.305,2.597e-4,0,0,0,0,-4.294e-5,0.026,15.7,193.593,87.403,7.356e-5,5.532,13.434,984.996,339.44,0.05,0.031
2.501,251.156,207.081,81.893,207.155,81.951,2.558,6.406e-5,2.558,0.001,5.536,3.082,28.61,-80.6,9.791,0.41,0,0.502,-0.002,3.461e4,7552.094,68.715,0.1,401.758,344.991,3.616,0.611,7.02e7,3503.656,328.447,0.659,0.66,0.423,0.068,0.169,0.073,0.264,-1.59e-5,0,0,0,0,6.139e-5,0.027,15.7,193.593,87.4,0.002,5.352,13.367,983.794,339.4,0.05,0.031
2.551,261.611,211.136,81.021,211.212,81.083,2.839,6.567e-5,2.839,0.001,5.691,3.175,28.61,-80.6,9.791,0.372,1.126e-6,1.357,-9.757e-5,3.452e4,7459.051,68.585,0.1,402.294,344.684,3.669,0.623,7.151e7,3478.63,341.923,0.661,0.661,0.422,0.068,0.17,0.066,0.243,5.64e-6,0,0,0,0,4.313e-4,0.027,15.7,193.593,87.353,0.003,5.445,13.3,982.567,339.358,0.05,0.032
2.601,272.268,215.146,80.129,215.226,80.207,3.127,6.955e-5,3.127,0.001,5.858,3.557,28.61,-80.6,9.791,0.256,0,2.076,-0.003,3.443e4,7366.008,68.455,0.1,403.59,344.375,3.772,0.635,7.281e7,3453.603,355.467,0.663,0.663,0.421,0.069,0.172,0.045,0.171,2.126e-4,0,0,0,0,9.713e-4,0.028,15.7,193.593,87.266,0.004,5.377,13.23,981.318,339.316,0.05,0.032
2.651,283.125,219.112,79.217,219.195,79.315,3.425,7.624e-5,3.425,0.001,6.044,3.949,28.61,-80.6,9.791,0.159,1.338e-6,2.582,-0.004,3.434e4,7274.191,68.326,0.1,404.719,344.069,3.863,0.647,7.409e7,3428.42,369.209,0.664,0.664,0.421,0.069,0.174,0.028,0.107,-2.389e-5,0,0,0,0,0.001,0.028,15.7,193.593,87.148,0.005,5.478,13.16,980.044,339.274,0.05,0.032
2.701,294.178,223.027,78.193,223.115,78.331,3.732,8.64e-5,3.732,0.001,6.258,4.647,28.61,-80.6,9.791,0.03,2.347e-6,-2.732,-0.024,3.425e4,7185.448,68.2,0.1,406.186,343.771,3.975,0.658,7.534e7,3400.531,383.022,0.666,0.666,0.42,0.07,0.176,0.005,0.022,-4.118e-4,0,0,0,0,-0.002,0.029,15.7,193.593,87.013,0.006,5.253,13.088,978.748,339.23,0.05,0.032
2.751,305.426,226.889,77.144,226.982,77.308,4.051,1.006e-4,4.051,0.001,6.499,5.019,28.61,-80.6,9.791,0.101,0,-2.55,-0.007,3.416e4,7096.705,68.074,0.1,405.67,343.472,3.962,0.67,7.658e7,3371.659,397.053,0.668,0.668,0.419,0.07,0.178,0.018,0.072,4.629e-4,0,0,0,0,-0.001,0.029,15.7,193.593,86.881,0.006,5.46,13.015,977.429,339.186,0.05,0.033
2.801,316.866,230.699,76.085,230.798,76.278,4.382,1.19e-4,4.382,0.002,6.76,5.426,28.61,-80.6,9.791,0.187,5.892e-7,-2.137,-0.003,3.407e4,7007.962,67.947,0.099,405.024,343.172,3.94,0.681,7.78e7,3342.787,411.16,0.67,0.67,0.419,0.07,0.18,0.033,0.132,3.067e-4,0,0,0,0,-8.955e-4,0.03,15.7,193.593,86.763,0.005,5.529,12.94,976.087,339.141,0.05,0.033
2.851,328.495,234.455,75.017,234.561,75.243,4.727,1.412e-4,4.727,0.002,7.041,5.824,28.61,-80.6,9.791,0.276,4.593e-7,-1.451,-0.004,3.398e4,6919.219,67.82,0.099,404.357,342.869,3.916,0.692,7.899e7,3313.916,425.33,0.671,0.671,0.418,0.071,0.182,0.049,0.195,-2.843e-4,0,0,0,0,-3.998e-4,0.03,15.7,193.593,86.672,0.003,5.453,12.865,974.723,339.095,0.05,0.033
2.901,340.31,238.158,73.945,238.271,74.202,5.087,1.661e-4,5.087,0.002,7.341,6.171,28.61,-80.6,9.791,0.362,3.253e-7,-0.477,-0.002,3.389e4,6830.476,67.692,0.099,403.732,342.566,3.896,0.703,8.016e7,3285.044,439.545,0.673,0.673,0.417,0.071,0.184,0.065,0.255,-9.42e-5,0,0,0,0,-4.184e-5,0.031,15.7,193.593,86.623,0.001,5.194,12.788,973.337,339.048,0.05,0.034
2.951,352.309,241.808,72.895,241.929,73.147,5.461,1.923e-4,5.461,0.002,7.647,6.059,28.61,-80.6,9.791,0.339,1.087e-6,0.629,-0.001,3.38e4,6741.733,67.564,0.099,404.16,342.26,3.943,0.714,8.132e7,3256.172,453.773,0.675,0.675,0.417,0.072,0.186,0.061,0.241,-4.656e-4,0,0,0,0,7.064e-5,0.031,15.7,193.593,86.628,-6.815e-5,5.167,12.71,971.93,339.001,0.05,0.034
3.001,364.49,245.405,71.854,245.534,72.082,5.851,2.187e-4,5.851,0.002,7.942,5.734,28.61,-80.6,9.791,0.28,-5.541e-7,1.648,-0.004,3.371e4,6652.99,67.434,0.099,404.922,341.953,4.011,0.725,8.245e7,3227.301,467.991,0.677,0.677,0.416,0.072,0.188,0.05,0.202,-1.81e-4,0,0,0,0,4.709e-4,0.031,15.7,193.593,86.686,-0.001,5.067,12.631,970.501,338.953,0.05,0.034
3.051,376.849,248.95,70.804,249.085,70.99,6.255,2.447e-4,6.255,0.002,8.212,5.122,28.61,-80.6,9.791,0.167,1.382e-6,2.406,-0.005,3.363e4,6568.845,67.311,0.099,406.224,341.661,4.112,0.736,8.355e7,3198.189,482.219,0.678,0.678,0.415,0.073,0.19,0.03,0.122,4.113e-4,0,0,0,0,9.75e-4,0.032,15.7,193.593,86.789,-0.002,5.031,12.55,969.052,338.904,0.05,0.034
3.101,389.383,252.441,69.72,252.583,69.886,6.672,2.695e-4,6.672,0.002,8.46,4.816,28.61,-80.6,9.791,0.148,1.695e-6,2.983,-0.005,3.355e4,6485.417,67.189,0.099,406.612,341.369,4.156,0.746,8.463e7,3168.68,496.394,0.68,0.68,0.415,0.073,0.192,0.026,0.109,-2.68e-4,0,0,0,0,0.001,0.032,15.7,193.593,86.925,-0.003,4.449,12.469,967.582,338.855,0.05,0.035
3.151,402.091,255.879,68.652,256.026,68.769,7.101,2.931e-4,7.101,0.002,8.68,4.006,28.61,-80.6,9.791,0.01,-2.194e-6,3.266,-0.053,3.346e4,6401.989,67.066,0.099,408.179,341.076,4.274,0.756,8.569e7,3139.166,510.657,0.682,0.682,0.414,0.073,0.194,0.002,0.006,-2.747e-4,0,0,0,0,0.002,0.033,15.7,193.593,87.083,-0.001,4.322,12.386,966.091,338.805,0.05,0.035
3.201,414.97,259.263,67.582,259.414,67.647,7.539,3.164e-4,7.539,0.002,8.851,2.949,28.61,-80.6,9.791,0.181,0,-2.909,-0.005,3.338e4,6318.561,66.942,0.099,406.699,340.781,4.199,0.766,8.674e7,3109.652,525.065,0.684,0.684,0.413,0.074,0.196,0.033,0.138,2.386e-4,0,0,0,0,-0.001,0.033,15.7,193.593,87.241,0.002,4.481,12.303,964.581,338.754,0.05,0.035
3.251,428.016,262.592,66.486,262.746,66.527,7.985,3.415e-4,7.985,0.002,8.981,2.339,28.61,-80.6,9.791,0.266,0,-2.013,-0.002,3.33e4,6235.133,66.817,0.099,406.089,340.486,4.179,0.776,8.776e7,3080.138,539.381,0.685,0.686,0.413,0.074,0.198,0.048,0.202,4.855e-4,0,0,0,0,-6.132e-4,0.034,15.7,193.593,87.365,0.006,4.333,12.218,963.051,338.703,0.05,0.035
3.301,441.228,265.867,65.386,266.022,65.404,8.437,3.711e-4,8.437,0.003,9.074,1.539,28.61,-80.6,9.791,0.404,0,-0.605,-0.004,3.321e4,6151.705,66.693,0.098,404.976,340.188,4.127,0.786,8.876e7,3050.624,553.879,0.687,0.688,0.412,0.075,0.2,0.074,0.307,2.98e-4,0,0,0,0,-5.407e-5,0.034,15.7,193.593,87.432,0.011,4.746,12.132,961.501,338.651,0.05,0.036
3.351,454.602,269.084,64.212,269.24,64.234,8.892,4.079e-4,8.892,0.003,9.151,1.68,28.61,-80.6,9.791,0.355,-9.391e-7,1.005,-0.006,3.313e4,6071.733,66.572,0.098,405.651,339.902,4.188,0.796,8.974e7,3020.045,567.973,0.689,0.689,0.411,0.075,0.202,0.065,0.272,1.266e-4,0,0,0,0,1.455e-4,0.034,15.7,193.593,87.421,0.015,4.643,12.045,959.933,338.598,0.05,0.036
3.401,468.135,272.237,62.917,272.394,62.948,9.352,4.54e-4,9.352,0.003,9.239,1.974,28.61,-80.6,9.791,0.296,-1.532e-6,2.447,-0.007,3.306e4,5993.5,66.454,0.098,406.421,339.62,4.255,0.805,9.069e7,2985.984,582.067,0.691,0.691,0.411,0.076,0.204,0.054,0.229,-7.074e-6,0,0,0,0,8.43e-4,0.035,15.7,193.593,87.332,0.017,4.856,11.957,958.346,338.545,0.05,0.036
3.451,481.824,275.323,61.58,275.483,61.655,9.817,5.104e-4,9.817,0.003,9.363,3.046,28.61,-80.6,9.791,0.09,-5.955e-7,3.311,-0.021,3.298e4,5915.268,66.335,0.098,408.617,339.337,4.413,0.814,9.161e7,2951.652,595.877,0.693,0.693,0.41,0.076,0.206,0.016,0.07,-1.452e-4,0,0,0,0,0.002,0.035,15.7,193.593,87.183,0.016,4.604,11.868,956.74,338.491,0.05,0.037
3.501,495.666,278.343,60.241,278.506,60.364,10.289,5.77e-4,10.289,0.003,9.535,3.847,28.61,-80.6,9.791,0.047,7.093e-6,-3.406,-0.039,3.29e4,5837.036,66.216,0.098,409.245,339.053,4.471,0.824,9.251e7,2917.32,609.788,0.694,0.694,0.409,0.077,0.208,0.009,0.04,8.819e-5,0,0,0,0,-0.002,0.036,15.7,193.593,87.012,0.013,4.752,11.778,955.117,338.436,0.05,0.037
3.551,509.657,281.295,58.894,281.464,59.077,10.771,6.523e-4,10.771,0.003,9.748,4.648,28.61,-80.6,9.791,0.183,4.471e-6,-2.823,-0.01,3.282e4,5758.803,66.096,0.098,408.12,338.767,4.417,0.832,9.34e7,2882.989,623.637,0.696,0.696,0.409,0.077,0.21,0.033,0.148,4.453e-5,0,0,0,0,-0.001,0.036,15.7,193.593,86.853,0.009,4.802,11.687,953.529,338.381,0.05,0.037
3.601,523.794,284.18,57.552,284.356,57.792,11.264,7.328e-4,11.264,0.004,9.997,5.262,28.61,-80.6,9.791,0.285,-1.545e-6,-1.626,-0.003,3.274e4,5680.571,65.976,0.098,407.336,338.48,4.386,0.841,9.425e7,2848.657,637.357,0.698,0.698,0.408,0.078,0.212,0.053,0.231,-1.097e-4,0,0,0,0,-3.419e-4,0.036,15.7,193.593,86.74,0.004,4.755,11.595,951.95,338.326,0.05,0.037
3.651,538.073,286.998,56.224,287.181,56.478,11.771,8.143e-4,11.771,0.004,10.263,5.354,28.61,-80.6,9.791,0.301,0,-0.101,-0.003,3.267e4,5605.816,65.86,0.098,407.387,338.204,4.407,0.85,9.509e7,2813.978,650.851,0.7,0.7,0.407,0.078,0.214,0.056,0.245,1.855e-4,0,0,0,0,-1.302e-6,0.037,15.7,193.593,86.698,-3.894e-4,4.778,11.503,950.355,338.269,0.05,0.038
3.701,552.492,289.748,54.888,289.939,55.113,12.291,8.931e-4,12.291,0.004,10.522,4.981,28.61,-80.6,9.791,0.247,-1.499e-6,1.368,-0.007,3.259e4,5532.659,65.747,0.098,408.097,337.933,4.469,0.858,9.589e7,2778.236,664.142,0.702,0.702,0.407,0.079,0.216,0.046,0.204,-9.216e-5,0,0,0,0,2.326e-4,0.037,15.7,193.593,86.732,-0.003,4.767,11.409,948.744,338.213,0.05,0.038
3.751,567.046,292.433,53.578,292.63,53.737,12.823,9.673e-4,12.823,0.004,10.75,4.125,28.61,-80.6,9.79,0.12,3.016e-6,2.378,-0.007,3.252e4,5459.503,65.633,0.098,409.525,337.661,4.577,0.866,9.668e7,2742.422,677.218,0.703,0.703,0.406,0.08,0.217,0.022,0.099,-1.189e-4,0,0,0,0,6.898e-4,0.037,15.7,193.593,86.83,-0.003,4.842,11.314,947.118,338.155,0.05,0.038
3.801,581.734,295.052,52.279,295.254,52.363,13.365,0.001,13.365,0.004,10.924,2.961,28.61,-80.6,9.79,0.055,-4.435e-6,-2.544,-0.013,3.245e4,5386.347,65.518,0.097,410.357,337.388,4.648,0.874,9.744e7,2706.607,690.191,0.705,0.705,0.406,0.08,0.219,0.01,0.047,-1.876e-4,0,0,0,0,-7.754e-4,0.038,15.7,193.593,86.958,-0.001,5.058,11.219,945.477,338.097,0.05,0.039
3.851,596.55,297.605,50.955,297.81,51.005,13.914,0.001,13.914,0.005,11.051,2.253,28.61,-80.6,9.79,0.144,2.777e-6,-1.951,-0.007,3.237e4,5313.191,65.403,0.097,409.67,337.113,4.621,0.882,9.816e7,2670.792,702.899,0.707,0.707,0.405,0.081,0.221,0.027,0.124,3.975e-4,0,0,0,0,-4.486e-4,0.038,15.7,193.593,87.073,0.001,4.931,11.122,943.821,338.039,0.05,0.039
3.901,611.493,300.098,49.731,300.305,49.771,14.469,0.001,14.469,0.005,11.154,2.002,28.61,-80.6,9.79,0.16,3.676e-7,-1.034,-0.004,3.23e4,5242.498,65.292,0.097,409.7,336.847,4.64,0.889,9.887e7,2639.055,715.327,0.708,0.709,0.404,0.081,0.223,0.03,0.138,2.004e-4,0,0,0,0,-1.238e-4,0.038,15.7,193.593,87.148,0.006,4.648,11.025,942.152,337.98,0.05,0.039
3.951,626.559,302.541,48.737,302.75,48.774,15.029,0.001,15.029,0.005,11.249,1.887,28.61,-80.6,9.79,0.164,-4.792e-7,-0.025,-6.758e-5,3.223e4,5172.328,65.18,0.097,409.85,336.581,4.667,0.897,9.955e7,2615.039,727.651,0.71,0.71,0.404,0.082,0.224,0.03,0.141,2.634e-4,0,0,0,0,-7.226e-8,0.039,15.7,193.593,87.173,0.01,4.566,10.927,940.469,337.921,0.05,0.039
4.001,641.745,304.897,46.997,305.108,47.047,15.594,0.001,15.594,0.005,11.347,2.174,28.61,-80.6,9.79,0.103,-8.355e-7,0.818,-0.004,3.217e4,5103.985,65.072,0.097,410.63,336.321,4.733,0.904,1.002e8,2567.137,739.206,0.711,0.711,0.403,0.082,0.226,0.019,0.089,-3.438e-4,0,0,0,0,7.512e-5,0.039,15.7,193.593,87.151,0.011,4.373,10.829,938.772,337.861,0.05,0.04
4.051,657.044,307.07,43.331,307.284,43.404,16.164,0.001,16.164,0.005,11.46,2.521,28.61,-80.6,9.79,0.022,1.98e-6,1.211,-0.015,3.21e4,5038.612,64.967,0.097,411.593,336.072,4.81,0.91,1.008e8,2456.815,749.594,0.712,0.712,0.401,0.083,0.228,0.004,0.019,4.203e-4,0,0,0,0,1.624e-4,0.039,15.7,193.593,87.097,0.011,4.222,10.729,937.063,337.801,0.05,0.04
4.101,672.446,309.002,38.537,309.218,38.609,16.74,0.001,16.74,0.005,11.577,2.363,28.61,-80.6,9.79,0.017,5.297e-6,1.357,-0.013,3.204e4,4976.817,64.868,0.097,411.795,335.835,4.838,0.916,1.013e8,2309.212,758.92,0.713,0.713,0.4,0.084,0.229,0.003,0.015,-3.85e-4,0,0,0,0,2.011e-4,0.04,15.7,193.593,87.032,0.01,4.538,10.629,935.342,337.74,0.05,0.04
4.151,687.935,310.576,31.391,310.796,31.492,17.322,0.002,17.322,0.005,11.69,2.52,28.61,-80.6,9.79,0.061,2.001e-6,-1.192,-0.005,3.198e4,4921.099,64.779,0.097,411.484,335.62,4.832,0.921,1.017e8,2085.893,766.265,0.714,0.714,0.399,0.085,0.23,0.011,0.055,4.24e-4,0,0,0,0,-1.538e-4,0.04,15.7,193.593,86.966,0.007,4.429,10.528,933.611,337.679,0.05,0.041
4.201,703.492,311.712,22.656,311.936,22.799,17.909,0.002,17.909,0.005,11.808,2.553,28.61,-80.6,9.79,0.135,-4.476e-7,-0.504,-2.823e-4,3.194e4,4877.076,64.708,0.097,410.85,335.45,4.803,0.924,1.019e8,1810.559,771.267,0.714,0.714,0.398,0.085,0.231,0.025,0.12,-4.729e-4,0,0,0,0,-2.734e-5,0.04,15.7,193.593,86.921,0.003,4.204,10.427,931.873,337.618,0.05,0.041
