Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
0.93,8.0,1.0,1.067,1.022,0.927,0.882,1.071,85.726
0.94,6.0,0.0,0.741,0.694,0.658,0.611,0.832,85.731
0.94,6.0,1.0,1.019,0.973,0.937,0.891,0.832,85.731
0.94,8.0,0.0,0.812,0.765,0.663,0.616,1.117,85.651
0.94,8.0,1.0,1.092,1.045,0.945,0.898,1.117,85.651
0.95,6.0,0.0,0.755,0.706,0.668,0.619,0.865,85.676
0.95,6.0,1.0,1.041,0.992,0.956,0.907,0.865,85.676
0.95,8.0,0.0,0.829,0.78,0.674,0.624,1.162,85.576
0.95,8.0,1.0,1.117,1.067,0.964,0.915,1.162,85.576
0.96,6.0,0.0,0.769,0.717,0.678,0.627,0.898,85.622
0.96,6.0,1.0,1.063,1.012,0.975,0.923,0.898,85.622
0.96,8.0,0.0,0.846,0.794,0.684,0.632,1.207,85.501
0.96,8.0,1.0,1.142,1.09,0.983,0.931,1.207,85.501
0.97,6.0,0.0,0.782,0.729,0.689,0.635,0.931,85.567
0.97,6.0,1.0,1.085,1.032,0.993,0.94,0.931,85.567
0.97,8.0,0.0,0.862,0.809,0.695,0.64,1.253,85.427
0.97,8.0,1.0,1.167,1.113,1.002,0.948,1.253,85.427
0.98,6.0,0.0,0.796,0.74,0.699,0.643,0.963,85.512
0.98,6.0,1.0,1.107,1.051,1.012,0.956,0.963,85.512
0.98,8.0,0.0,0.879,0.823,0.705,0.649,1.298,85.352
0.98,8.0,1.0,1.192,1.135,1.021,0.964,1.298,85.352
0.99,6.0,0.0,0.81,0.752,0.71,0.651,0.996,85.457
0.99,6.0,1.0,1.129,1.071,1.031,0.972,0.996,85.457
0.99,8.0,0.0,0.896,0.837,0.716,0.657,1.344,85.277
0.99,8.0,1.0,1.217,1.158,1.04,0.981,1.344,85.277
1.0,6.0,0.0,0.824,0.763,0.72,0.659,1.029,85.403
1.0,6.0,1.0,1.151,1.091,1.05,0.989,1.029,85.403
1.0,8.0,0.0,0.913,0.852,0.726,0.665,1.389,85.202
1.0,8.0,1.0,1.242,1.181,1.059,0.997,1.389,85.202
1.01,6.0,0.0,0.837,0.775,0.73,0.667,1.062,85.348
1.01,6.0,1.0,1.173,1.11,1.068,1.005,1.062,85.348
1.01,8.0,0.0,0.929,0.866,0.737,0.673,1.434,85.128
1.01,8.0,1.0,1.267,1.203,1.077,1.014,1.434,85.128
1.02,6.0,0.0,0.851,0.786,0.741,0.675,1.095,85.293
1.02,6.0,1.0,1.195,1.13,1.087,1.021,1.095,85.293
1.02,8.0,0.0,0.946,0.881,0.747,0.681,1.48,85.053
1.02,8.0,1.0,1.292,1.226,1.096,1.03,1.48,85.053
1.03,6.0,0.0,0.865,0.798,0.751,0.683,1.127,85.239
1.03,6.0,1.0,1.217,1.15,1.106,1.038,1.127,85.239
1.03,8.0,0.0,0.963,0.895,0.758,0.689,1.525,84.978
1.03,8.0,1.0,1.316,1.249,1.115,1.047,1.525,84.978
1.04,6.0,0.0,0.879,0.809,0.762,0.692,1.16,85.184
1.04,6.0,1.0,1.239,1.17,1.124,1.054,1.16,85.184
1.04,8.0,0.0,0.979,0.909,0.768,0.697,1.571,84.903
1.04,8.0,1.0,1.341,1.271,1.134,1.063,1.571,84.903
1.05,6.0,0.0,0.893,0.82,0.772,0.7,1.193,85.129
1.05,6.0,1.0,1.261,1.189,1.143,1.07,1.193,85.129
1.05,8.0,0.0,0.996,0.924,0.779,0.706,1.616,84.829
1.05,8.0,1.0,1.366,1.294,1.153,1.08,1.616,84.829
1.06,6.0,0.0,0.889,0.818,0.769,0.696,1.196,85.284
1.06,6.0,1.0,1.26,1.188,1.141,1.069,1.196,85.284
1.06,8.0,0.0,0.993,0.921,0.775,0.702,1.618,85.004
1.06,8.0,1.0,1.365,1.293,1.151,1.078,1.618,85.004
1.07,6.0,0.0,0.886,0.815,0.765,0.693,1.198,85.428
1.07,6.0,1.0,1.258,1.187,1.139,1.067,1.198,85.428
1.07,8.0,0.0,0.99,0.918,0.772,0.699,1.62,85.169
1.07,8.0,1.0,1.363,1.291,1.149,1.076,1.62,85.169
1.08,6.0,0.0,0.883,0.812,0.762,0.69,1.201,85.566
1.08,6.0,1.0,1.257,1.185,1.137,1.066,1.201,85.566
1.08,8.0,0.0,0.987,0.915,0.769,0.696,1.621,85.327
1.08,8.0,1.0,1.362,1.29,1.147,1.075,1.621,85.327
1.09,6.0,0.0,0.88,0.809,0.759,0.687,1.203,85.696
1.09,6.0,1.0,1.255,1.184,1.136,1.064,1.203,85.696
1.09,8.0,0.0,0.984,0.912,0.765,0.693,1.622,85.48
1.09,8.0,1.0,1.36,1.289,1.145,1.073,1.622,85.48
1.1,6.0,0.0,0.877,0.807,0.755,0.685,1.205,85.822
1.1,6.0,1.0,1.254,1.183,1.134,1.063,1.205,85.822
1.1,8.0,0.0,0.98,0.909,0.762,0.69,1.622,85.627
1.1,8.0,1.0,1.358,1.287,1.144,1.072,1.622,85.627
1.11,6.0,0.0,0.874,0.804,0.752,0.682,1.207,85.943
1.11,6.0,1.0,1.252,1.182,1.132,1.061,1.207,85.943
1.11,8.0,0.0,0.977,0.907,0.759,0.687,1.623,85.77
1.11,8.0,1.0,1.357,1.286,1.142,1.071,1.623,85.77
1.12,6.0,0.0,0.871,0.801,0.749,0.679,1.208,86.061
1.12,6.0,1.0,1.251,1.181,1.13,1.06,1.208,86.061
1.12,8.0,0.0,0.974,0.904,0.756,0.685,1.623,85.91
1.12,8.0,1.0,1.355,1.285,1.14,1.069,1.623,85.91
1.13,6.0,0.0,0.868,0.799,0.746,0.676,1.21,86.175
1.13,6.0,1.0,1.249,1.179,1.129,1.059,1.21,86.175
1.13,8.0,0.0,0.971,0.901,0.752,0.682,1.623,86.047
1.13,8.0,1.0,1.353,1.283,1.138,1.068,1.623,86.047
1.14,6.0,0.0,0.865,0.796,0.743,0.673,1.211,86.287
1.14,6.0,1.0,1.248,1.178,1.127,1.057,1.211,86.287
1.14,8.0,0.0,0.968,0.898,0.749,0.679,1.623,86.181
1.14,8.0,1.0,1.352,1.282,1.137,1.066,1.623,86.181
1.15,6.0,0.0,0.863,0.794,0.74,0.67,1.212,86.396
1.15,6.0,1.0,1.246,1.177,1.125,1.056,1.212,86.396
1.15,8.0,0.0,0.965,0.896,0.746,0.676,1.623,86.313
1.15,8.0,1.0,1.35,1.281,1.135,1.065,1.623,86.313
1.16,6.0,0.0,0.859,0.79,0.736,0.667,1.214,86.502
1.16,6.0,1.0,1.244,1.175,1.123,1.054,1.214,86.502
1.16,8.0,0.0,0.961,0.892,0.742,0.673,1.623,86.443
1.16,8.0,1.0,1.348,1.278,1.133,1.063,1.623,86.443
1.17,6.0,0.0,0.855,0.787,0.732,0.663,1.215,86.607
1.17,6.0,1.0,1.241,1.173,1.121,1.052,1.215,86.607
1.17,8.0,0.0,0.957,0.888,0.738,0.669,1.622,86.571
1.17,8.0,1.0,1.345,1.276,1.13,1.061,1.622,86.571
1.18,6.0,0.0,0.851,0.783,0.728,0.66,1.216,86.71
1.18,6.0,1.0,1.239,1.171,1.118,1.05,1.216,86.71
1.18,8.0,0.0,0.953,0.885,0.734,0.665,1.622,86.698
1.18,8.0,1.0,1.342,1.274,1.128,1.059,1.622,86.698
1.19,6.0,0.0,0.848,0.78,0.724,0.656,1.217,86.811
1.19,6.0,1.0,1.237,1.169,1.115,1.047,1.217,86.811
1.19,8.0,0.0,0.949,0.881,0.731,0.662,1.621,86.823
1.19,8.0,1.0,1.34,1.272,1.125,1.056,1.621,86.823
1.2,6.0,0.0,0.844,0.776,0.721,0.653,1.218,86.91
1.2,6.0,1.0,1.234,1.166,1.113,1.044,1.218,86.91
1.2,8.0,0.0,0.945,0.877,0.727,0.658,1.621,86.947
1.2,8.0,1.0,1.337,1.269,1.122,1.053,1.621,86.947
1.21,6.0,0.0,0.84,0.773,0.717,0.649,1.219,87.008
1.21,6.0,1.0,1.231,1.163,1.11,1.042,1.219,87.008
1.21,8.0,0.0,0.942,0.874,0.723,0.654,1.62,87.07
1.21,8.0,1.0,1.334,1.266,1.119,1.051,1.62,87.07
1.22,6.0,0.0,0.837,0.769,0.713,0.645,1.22,87.105
1.22,6.0,1.0,1.228,1.161,1.107,1.039,1.22,87.105
1.22,8.0,0.0,0.938,0.87,0.719,0.651,1.619,87.191
1.22,8.0,1.0,1.331,1.263,1.116,1.048,1.619,87.191
1.23,6.0,0.0,0.833,0.766,0.71,0.641,1.22,87.201
1.23,6.0,1.0,1.225,1.158,1.104,1.036,1.22,87.201
1.23,8.0,0.0,0.934,0.866,0.716,0.647,1.619,87.312
1.23,8.0,1.0,1.328,1.26,1.113,1.045,1.619,87.312
1.24,6.0,0.0,0.83,0.762,0.706,0.638,1.221,87.296
1.24,6.0,1.0,1.223,1.155,1.101,1.033,1.221,87.296
1.24,8.0,0.0,0.93,0.862,0.712,0.643,1.618,87.432
1.24,8.0,1.0,1.325,1.257,1.111,1.042,1.618,87.432
1.25,6.0,0.0,0.826,0.758,0.702,0.634,1.221,87.365
1.25,6.0,1.0,1.22,1.152,1.098,1.03,1.221,87.365
1.25,8.0,0.0,0.926,0.858,0.708,0.64,1.615,87.527
1.25,8.0,1.0,1.322,1.254,1.108,1.039,1.615,87.527
1.26,6.0,0.0,0.822,0.755,0.699,0.631,1.217,87.355
1.26,6.0,1.0,1.217,1.149,1.096,1.028,1.217,87.355
1.26,8.0,0.0,0.922,0.854,0.705,0.636,1.608,87.543
1.26,8.0,1.0,1.318,1.25,1.105,1.036,1.608,87.543
1.27,6.0,0.0,0.818,0.751,0.695,0.627,1.213,87.346
1.27,6.0,1.0,1.214,1.146,1.093,1.025,1.213,87.346
1.27,8.0,0.0,0.917,0.849,0.701,0.633,1.601,87.559
1.27,8.0,1.0,1.314,1.246,1.102,1.034,1.601,87.559
1.28,6.0,0.0,0.815,0.747,0.692,0.624,1.209,87.337
1.28,6.0,1.0,1.211,1.143,1.09,1.022,1.209,87.337
1.28,8.0,0.0,0.913,0.845,0.698,0.629,1.594,87.576
1.28,8.0,1.0,1.311,1.243,1.1,1.031,1.594,87.576
1.29,6.0,0.0,0.811,0.743,0.689,0.62,1.205,87.328
1.29,6.0,1.0,1.208,1.14,1.088,1.02,1.205,87.328
1.29,8.0,0.0,0.909,0.841,0.694,0.626,1.587,87.594
1.29,8.0,1.0,1.307,1.239,1.097,1.028,1.587,87.594
1.3,6.0,0.0,0.807,0.739,0.685,0.617,1.202,87.32
1.3,6.0,1.0,1.205,1.137,1.085,1.017,1.202,87.32
1.3,8.0,0.0,0.904,0.836,0.691,0.622,1.58,87.613
1.3,8.0,1.0,1.304,1.236,1.094,1.026,1.58,87.613
1.31,6.0,0.0,0.803,0.736,0.682,0.614,1.198,87.313
1.31,6.0,1.0,1.202,1.134,1.082,1.014,1.198,87.313
1.31,8.0,0.0,0.9,0.832,0.688,0.619,1.573,87.632
1.31,8.0,1.0,1.3,1.232,1.092,1.023,1.573,87.632
1.32,6.0,0.0,0.8,0.732,0.679,0.61,1.194,87.305
1.32,6.0,1.0,1.199,1.131,1.08,1.012,1.194,87.305
1.32,8.0,0.0,0.896,0.828,0.684,0.616,1.567,87.651
1.32,8.0,1.0,1.297,1.229,1.089,1.02,1.567,87.651
1.33,6.0,0.0,0.796,0.728,0.675,0.607,1.19,87.298
1.33,6.0,1.0,1.196,1.128,1.077,1.009,1.19,87.298
1.33,8.0,0.0,0.892,0.824,0.681,0.612,1.56,87.671
1.33,8.0,1.0,1.293,1.225,1.087,1.018,1.56,87.671
1.34,6.0,0.0,0.792,0.725,0.672,0.604,1.187,87.291
1.34,6.0,1.0,1.193,1.125,1.075,1.007,1.187,87.291
1.34,8.0,0.0,0.887,0.819,0.678,0.609,1.553,87.692
1.34,8.0,1.0,1.29,1.222,1.084,1.015,1.553,87.692
1.35,6.0,0.0,0.789,0.721,0.669,0.601,1.183,87.285
1.35,6.0,1.0,1.19,1.122,1.072,1.004,1.183,87.285
1.35,8.0,0.0,0.883,0.815,0.675,0.606,1.546,87.713
1.35,8.0,1.0,1.286,1.218,1.082,1.013,1.546,87.713
1.36,6.0,0.0,0.785,0.718,0.666,0.598,1.179,87.279
1.36,6.0,1.0,1.187,1.12,1.07,1.002,1.179,87.279
1.36,8.0,0.0,0.879,0.811,0.672,0.603,1.539,87.735
1.36,8.0,1.0,1.283,1.215,1.079,1.01,1.539,87.735
1.37,6.0,0.0,0.782,0.714,0.663,0.595,1.176,87.273
1.37,6.0,1.0,1.184,1.117,1.067,0.999,1.176,87.273
1.37,8.0,0.0,0.875,0.807,0.668,0.6,1.533,87.757
1.37,8.0,1.0,1.279,1.211,1.077,1.008,1.533,87.757
1.38,6.0,0.0,0.779,0.711,0.66,0.592,1.172,87.268
1.38,6.0,1.0,1.182,1.114,1.065,0.997,1.172,87.268
1.38,8.0,0.0,0.871,0.803,0.665,0.597,1.526,87.78
1.38,8.0,1.0,1.276,1.208,1.074,1.005,1.526,87.78
1.39,6.0,0.0,0.775,0.708,0.657,0.589,1.169,87.262
1.39,6.0,1.0,1.179,1.111,1.063,0.994,1.169,87.262
1.39,8.0,0.0,0.867,0.799,0.662,0.594,1.519,87.803
1.39,8.0,1.0,1.273,1.205,1.072,1.003,1.519,87.803
1.4,6.0,0.0,0.772,0.704,0.654,0.586,1.165,87.257
1.4,6.0,1.0,1.176,1.108,1.06,0.992,1.165,87.257
1.4,8.0,0.0,0.863,0.795,0.659,0.591,1.512,87.826
1.4,8.0,1.0,1.269,1.201,1.069,1.001,1.512,87.826
1.41,6.0,0.0,0.769,0.701,0.651,0.583,1.161,87.253
1.41,6.0,1.0,1.173,1.106,1.058,0.99,1.161,87.253
1.41,8.0,0.0,0.86,0.792,0.656,0.588,1.506,87.851
1.41,8.0,1.0,1.266,1.198,1.067,0.998,1.506,87.851
1.42,6.0,0.0,0.765,0.698,0.648,0.58,1.158,87.248
1.42,6.0,1.0,1.171,1.103,1.055,0.987,1.158,87.248
1.42,8.0,0.0,0.856,0.788,0.653,0.585,1.499,87.875
1.42,8.0,1.0,1.263,1.195,1.065,0.996,1.499,87.875
1.43,6.0,0.0,0.762,0.694,0.645,0.577,1.154,87.244
1.43,6.0,1.0,1.168,1.1,1.053,0.985,1.154,87.244
1.43,8.0,0.0,0.852,0.784,0.651,0.582,1.492,87.9
1.43,8.0,1.0,1.26,1.192,1.062,0.994,1.492,87.9
1.44,6.0,0.0,0.759,0.691,0.642,0.574,1.151,87.239
1.44,6.0,1.0,1.165,1.098,1.051,0.983,1.151,87.239
1.44,8.0,0.0,0.848,0.78,0.648,0.579,1.486,87.926
1.44,8.0,1.0,1.256,1.188,1.06,0.991,1.486,87.926
1.45,6.0,0.0,0.756,0.688,0.639,0.571,1.147,87.236
1.45,6.0,1.0,1.163,1.095,1.049,0.981,1.147,87.236
1.45,8.0,0.0,0.844,0.776,0.645,0.576,1.479,87.952
1.45,8.0,1.0,1.253,1.185,1.058,0.989,1.479,87.952
1.46,6.0,0.0,0.753,0.685,0.637,0.569,1.144,87.232
1.46,6.0,1.0,1.16,1.093,1.046,0.978,1.144,87.232
1.46,8.0,0.0,0.841,0.773,0.642,0.573,1.473,87.979
1.46,8.0,1.0,1.25,1.182,1.055,0.987,1.473,87.979
1.47,6.0,0.0,0.75,0.682,0.634,0.566,1.14,87.228
1.47,6.0,1.0,1.158,1.09,1.044,0.976,1.14,87.228
1.47,8.0,0.0,0.837,0.769,0.639,0.571,1.466,88.005
1.47,8.0,1.0,1.247,1.179,1.053,0.985,1.466,88.005
1.48,6.0,0.0,0.747,0.679,0.631,0.563,1.137,87.225
1.48,6.0,1.0,1.155,1.087,1.042,0.974,1.137,87.225
1.48,8.0,0.0,0.834,0.766,0.637,0.568,1.459,88.033
1.48,8.0,1.0,1.244,1.176,1.051,0.982,1.459,88.033
1.49,6.0,0.0,0.743,0.676,0.629,0.56,1.133,87.222
1.49,6.0,1.0,1.153,1.085,1.04,0.972,1.133,87.222
1.49,8.0,0.0,0.83,0.762,0.634,0.565,1.453,88.061
1.49,8.0,1.0,1.241,1.173,1.049,0.98,1.453,88.061
1.5,6.0,0.0,0.741,0.673,0.626,0.558,1.13,87.219
1.5,6.0,1.0,1.15,1.082,1.038,0.97,1.13,87.219
1.5,8.0,0.0,0.826,0.758,0.631,0.563,1.446,88.089
1.5,8.0,1.0,1.238,1.17,1.047,0.978,1.446,88.089
1.51,6.0,0.0,0.738,0.67,0.623,0.555,1.126,87.21
1.51,6.0,1.0,1.148,1.08,1.036,0.968,1.126,87.21
1.51,8.0,0.0,0.823,0.755,0.629,0.56,1.44,88.111
1.51,8.0,1.0,1.235,1.167,1.045,0.976,1.44,88.111
1.52,6.0,0.0,0.735,0.667,0.621,0.553,1.123,87.195
1.52,6.0,1.0,1.145,1.078,1.034,0.966,1.123,87.195
1.52,8.0,0.0,0.82,0.752,0.626,0.557,1.434,88.127
1.52,8.0,1.0,1.232,1.164,1.043,0.974,1.434,88.127
1.53,6.0,0.0,0.732,0.664,0.618,0.55,1.12,87.179
1.53,6.0,1.0,1.143,1.075,1.032,0.963,1.12,87.179
1.53,8.0,0.0,0.816,0.748,0.624,0.555,1.427,88.143
1.53,8.0,1.0,1.229,1.161,1.04,0.972,1.427,88.143
1.54,6.0,0.0,0.729,0.661,0.616,0.548,1.116,87.164
1.54,6.0,1.0,1.141,1.073,1.03,0.961,1.116,87.164
1.54,8.0,0.0,0.813,0.745,0.621,0.552,1.421,88.16
1.54,8.0,1.0,1.226,1.158,1.038,0.97,1.421,88.16
1.55,6.0,0.0,0.726,0.659,0.613,0.545,1.113,87.149
1.55,6.0,1.0,1.138,1.071,1.028,0.959,1.113,87.149
1.55,8.0,0.0,0.809,0.741,0.619,0.55,1.415,88.177
1.55,8.0,1.0,1.223,1.155,1.036,0.968,1.415,88.177
1.56,6.0,0.0,0.724,0.656,0.611,0.543,1.11,87.135
1.56,6.0,1.0,1.136,1.068,1.026,0.957,1.11,87.135
1.56,8.0,0.0,0.806,0.738,0.616,0.547,1.409,88.194
1.56,8.0,1.0,1.22,1.152,1.034,0.966,1.409,88.194
1.57,6.0,0.0,0.721,0.653,0.608,0.54,1.107,87.12
1.57,6.0,1.0,1.134,1.066,1.024,0.956,1.107,87.12
1.57,8.0,0.0,0.803,0.735,0.614,0.545,1.403,88.212
1.57,8.0,1.0,1.218,1.15,1.032,0.964,1.403,88.212
1.58,6.0,0.0,0.718,0.65,0.606,0.538,1.103,87.105
1.58,6.0,1.0,1.131,1.064,1.022,0.954,1.103,87.105
1.58,8.0,0.0,0.8,0.732,0.611,0.543,1.396,88.23
1.58,8.0,1.0,1.215,1.147,1.03,0.962,1.396,88.23
1.59,6.0,0.0,0.715,0.648,0.604,0.536,1.1,87.091
1.59,6.0,1.0,1.129,1.061,1.02,0.952,1.1,87.091
1.59,8.0,0.0,0.797,0.729,0.609,0.54,1.39,88.248
1.59,8.0,1.0,1.212,1.144,1.029,0.96,1.39,88.248
1.6,6.0,0.0,0.713,0.645,0.602,0.533,1.097,87.077
1.6,6.0,1.0,1.127,1.059,1.018,0.95,1.097,87.077
1.6,8.0,0.0,0.793,0.725,0.607,0.538,1.384,88.267
1.6,8.0,1.0,1.209,1.141,1.027,0.958,1.384,88.267
1.61,6.0,0.0,0.71,0.643,0.599,0.531,1.094,87.062
1.61,6.0,1.0,1.125,1.057,1.016,0.948,1.094,87.062
1.61,8.0,0.0,0.79,0.722,0.604,0.536,1.378,88.286
1.61,8.0,1.0,1.207,1.139,1.025,0.956,1.378,88.286
1.62,6.0,0.0,0.708,0.64,0.597,0.529,1.091,87.048
1.62,6.0,1.0,1.123,1.055,1.014,0.946,1.091,87.048
1.62,8.0,0.0,0.787,0.719,0.602,0.534,1.372,88.305
1.62,8.0,1.0,1.204,1.136,1.023,0.954,1.372,88.305
1.63,6.0,0.0,0.705,0.638,0.595,0.527,1.087,87.034
1.63,6.0,1.0,1.121,1.053,1.012,0.944,1.087,87.034
1.63,8.0,0.0,0.784,0.716,0.6,0.531,1.365,88.325
1.63,8.0,1.0,1.201,1.133,1.021,0.952,1.365,88.325
1.64,6.0,0.0,0.703,0.635,0.593,0.525,1.084,87.02
1.64,6.0,1.0,1.118,1.051,1.011,0.943,1.084,87.02
1.64,8.0,0.0,0.781,0.713,0.598,0.529,1.359,88.345
1.64,8.0,1.0,1.199,1.131,1.019,0.951,1.359,88.345
1.65,6.0,0.0,0.7,0.633,0.591,0.522,1.081,87.006
1.65,6.0,1.0,1.116,1.049,1.009,0.941,1.081,87.006
1.65,8.0,0.0,0.778,0.71,0.596,0.527,1.353,88.366
1.65,8.0,1.0,1.196,1.128,1.018,0.949,1.353,88.366
1.66,6.0,0.0,0.698,0.63,0.588,0.52,1.078,86.993
1.66,6.0,1.0,1.114,1.047,1.007,0.939,1.078,86.993
1.66,8.0,0.0,0.775,0.707,0.594,0.525,1.347,88.386
1.66,8.0,1.0,1.193,1.125,1.016,0.947,1.347,88.386
1.67,6.0,0.0,0.696,0.628,0.586,0.518,1.075,86.979
1.67,6.0,1.0,1.112,1.045,1.005,0.937,1.075,86.979
1.67,8.0,0.0,0.772,0.704,0.591,0.523,1.341,88.408
1.67,8.0,1.0,1.191,1.123,1.014,0.945,1.341,88.408
1.68,6.0,0.0,0.693,0.625,0.584,0.516,1.071,86.965
1.68,6.0,1.0,1.11,1.043,1.004,0.936,1.071,86.965
1.68,8.0,0.0,0.769,0.701,0.589,0.521,1.335,88.429
1.68,8.0,1.0,1.188,1.12,1.012,0.944,1.335,88.429
1.69,6.0,0.0,0.691,0.623,0.582,0.514,1.068,86.952
1.69,6.0,1.0,1.108,1.041,1.002,0.934,1.068,86.952
1.69,8.0,0.0,0.767,0.699,0.587,0.519,1.329,88.451
1.69,8.0,1.0,1.186,1.118,1.011,0.942,1.329,88.451
1.7,6.0,0.0,0.689,0.621,0.58,0.512,1.065,86.938
1.7,6.0,1.0,1.106,1.039,1.0,0.932,1.065,86.938
1.7,8.0,0.0,0.764,0.696,0.585,0.517,1.323,88.473
1.7,8.0,1.0,1.183,1.115,1.009,0.94,1.323,88.473
1.71,6.0,0.0,0.686,0.619,0.578,0.51,1.062,86.925
1.71,6.0,1.0,1.104,1.037,0.999,0.931,1.062,86.925
1.71,8.0,0.0,0.761,0.693,0.583,0.515,1.316,88.496
1.71,8.0,1.0,1.181,1.113,1.007,0.939,1.316,88.496
1.72,6.0,0.0,0.684,0.616,0.577,0.508,1.059,86.911
1.72,6.0,1.0,1.102,1.035,0.997,0.929,1.059,86.911
1.72,8.0,0.0,0.758,0.69,0.582,0.513,1.31,88.519
1.72,8.0,1.0,1.178,1.11,1.006,0.937,1.31,88.519
1.73,6.0,0.0,0.682,0.614,0.575,0.507,1.056,86.898
1.73,6.0,1.0,1.101,1.033,0.996,0.928,1.056,86.898
1.73,8.0,0.0,0.756,0.688,0.58,0.511,1.304,88.542
1.73,8.0,1.0,1.176,1.108,1.004,0.936,1.304,88.542
1.74,6.0,0.0,0.68,0.612,0.573,0.505,1.052,86.885
1.74,6.0,1.0,1.099,1.031,0.994,0.926,1.052,86.885
1.74,8.0,0.0,0.753,0.685,0.578,0.509,1.298,88.566
1.74,8.0,1.0,1.174,1.106,1.003,0.934,1.298,88.566
1.75,6.0,0.0,0.678,0.61,0.571,0.503,1.049,86.871
1.75,6.0,1.0,1.097,1.029,0.993,0.925,1.049,86.871
1.75,8.0,0.0,0.75,0.682,0.576,0.507,1.292,88.59
1.75,8.0,1.0,1.171,1.103,1.001,0.933,1.292,88.59
1.76,6.0,0.0,0.676,0.608,0.569,0.501,1.046,86.858
1.76,6.0,1.0,1.095,1.027,0.991,0.923,1.046,86.858
1.76,8.0,0.0,0.748,0.68,0.574,0.506,1.286,88.614
1.76,8.0,1.0,1.169,1.101,1.0,0.931,1.286,88.614
1.77,6.0,0.0,0.673,0.606,0.568,0.499,1.043,86.845
1.77,6.0,1.0,1.093,1.026,0.99,0.922,1.043,86.845
1.77,8.0,0.0,0.745,0.677,0.572,0.504,1.28,88.639
1.77,8.0,1.0,1.167,1.099,0.998,0.93,1.28,88.639
1.78,6.0,0.0,0.671,0.604,0.566,0.498,1.04,86.832
1.78,6.0,1.0,1.092,1.024,0.988,0.92,1.04,86.832
1.78,8.0,0.0,0.742,0.674,0.571,0.502,1.274,88.664
1.78,8.0,1.0,1.164,1.096,0.997,0.928,1.274,88.664
1.79,6.0,0.0,0.669,0.602,0.564,0.496,1.037,86.819
1.79,6.0,1.0,1.09,1.022,0.987,0.919,1.037,86.819
1.79,8.0,0.0,0.74,0.672,0.569,0.5,1.268,88.69
1.79,8.0,1.0,1.162,1.094,0.995,0.927,1.268,88.69
1.8,6.0,0.0,0.667,0.6,0.563,0.494,1.034,86.806
1.8,6.0,1.0,1.088,1.021,0.986,0.917,1.034,86.806
1.8,8.0,0.0,0.738,0.67,0.567,0.499,1.263,88.687
1.8,8.0,1.0,1.16,1.092,0.994,0.925,1.263,88.687
1.81,6.0,0.0,0.666,0.598,0.561,0.493,1.031,86.793
1.81,6.0,1.0,1.087,1.019,0.984,0.916,1.031,86.793
1.81,8.0,0.0,0.736,0.668,0.566,0.497,1.262,88.635
1.81,8.0,1.0,1.159,1.091,0.993,0.924,1.262,88.635
1.82,6.0,0.0,0.664,0.596,0.56,0.492,1.027,86.78
1.82,6.0,1.0,1.085,1.018,0.983,0.915,1.027,86.78
1.82,8.0,0.0,0.734,0.666,0.564,0.496,1.26,88.583
1.82,8.0,1.0,1.157,1.089,0.992,0.923,1.26,88.583
1.83,6.0,0.0,0.662,0.594,0.558,0.49,1.024,86.767
1.83,6.0,1.0,1.084,1.016,0.982,0.914,1.024,86.767
1.83,8.0,0.0,0.733,0.665,0.563,0.494,1.258,88.531
1.83,8.0,1.0,1.156,1.088,0.991,0.922,1.258,88.531
1.84,6.0,0.0,0.66,0.593,0.557,0.489,1.021,86.754
1.84,6.0,1.0,1.082,1.015,0.981,0.913,1.021,86.754
1.84,8.0,0.0,0.731,0.663,0.562,0.493,1.256,88.479
1.84,8.0,1.0,1.155,1.087,0.989,0.921,1.256,88.479
1.85,6.0,0.0,0.659,0.591,0.555,0.487,1.018,86.741
1.85,6.0,1.0,1.081,1.013,0.98,0.912,1.018,86.741
1.85,8.0,0.0,0.729,0.661,0.56,0.491,1.255,88.427
1.85,8.0,1.0,1.153,1.085,0.988,0.919,1.255,88.427
1.86,6.0,0.0,0.657,0.589,0.554,0.486,1.015,86.728
1.86,6.0,1.0,1.079,1.012,0.979,0.91,1.015,86.728
1.86,8.0,0.0,0.728,0.66,0.559,0.49,1.253,88.375
1.86,8.0,1.0,1.152,1.084,0.987,0.918,1.253,88.375
1.87,6.0,0.0,0.655,0.588,0.552,0.484,1.012,86.715
1.87,6.0,1.0,1.078,1.01,0.977,0.909,1.012,86.715
1.87,8.0,0.0,0.726,0.658,0.557,0.489,1.251,88.323
1.87,8.0,1.0,1.15,1.082,0.986,0.917,1.251,88.323
1.88,6.0,0.0,0.653,0.586,0.551,0.483,1.009,86.703
1.88,6.0,1.0,1.076,1.009,0.976,0.908,1.009,86.703
1.88,8.0,0.0,0.724,0.656,0.556,0.487,1.25,88.27
1.88,8.0,1.0,1.149,1.081,0.985,0.916,1.25,88.27
1.89,6.0,0.0,0.652,0.584,0.55,0.482,1.006,86.69
1.89,6.0,1.0,1.075,1.007,0.975,0.907,1.006,86.69
1.89,8.0,0.0,0.723,0.655,0.554,0.486,1.248,88.218
1.89,8.0,1.0,1.148,1.08,0.983,0.915,1.248,88.218
1.9,6.0,0.0,0.65,0.582,0.548,0.48,1.002,86.677
1.9,6.0,1.0,1.073,1.006,0.974,0.906,1.002,86.677
