Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
18.7,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.169
18.7,8.0,1.0,0.822,0.821,0.667,0.665,1.165,59.169
18.71,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.161
18.71,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.161
18.71,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.167
18.71,8.0,1.0,0.822,0.821,0.667,0.665,1.165,59.167
18.72,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.159
18.72,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.159
18.72,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.166
18.72,8.0,1.0,0.822,0.82,0.667,0.665,1.165,59.166
18.73,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.157
18.73,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.157
18.73,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.164
18.73,8.0,1.0,0.822,0.82,0.667,0.665,1.165,59.164
18.74,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.155
18.74,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.155
18.74,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.162
18.74,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.162
18.75,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.153
18.75,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.153
18.75,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.161
18.75,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.161
18.76,6.0,0.0,0.296,0.294,0.217,0.215,0.763,58.151
18.76,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.151
18.76,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.159
18.76,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.159
18.77,6.0,0.0,0.295,0.294,0.217,0.215,0.763,58.15
18.77,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.15
18.77,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.158
18.77,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.158
18.78,6.0,0.0,0.295,0.294,0.217,0.215,0.763,58.148
18.78,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.148
18.78,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.156
18.78,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.156
18.79,6.0,0.0,0.295,0.294,0.217,0.215,0.763,58.146
18.79,6.0,1.0,0.737,0.735,0.661,0.659,0.763,58.146
18.79,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.155
18.79,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.155
18.8,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.144
18.8,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.144
18.8,8.0,0.0,0.379,0.377,0.219,0.217,1.164,59.153
18.8,8.0,1.0,0.822,0.82,0.667,0.665,1.164,59.153
18.81,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.142
18.81,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.142
18.81,8.0,0.0,0.379,0.377,0.219,0.217,1.163,59.151
18.81,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.151
18.82,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.14
18.82,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.14
18.82,8.0,0.0,0.379,0.377,0.219,0.217,1.163,59.15
18.82,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.15
18.83,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.138
18.83,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.138
18.83,8.0,0.0,0.379,0.377,0.219,0.217,1.163,59.148
18.83,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.148
18.84,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.136
18.84,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.136
18.84,8.0,0.0,0.379,0.377,0.219,0.217,1.163,59.147
18.84,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.147
18.85,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.134
18.85,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.134
18.85,8.0,0.0,0.378,0.377,0.219,0.217,1.163,59.145
18.85,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.145
18.86,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.132
18.86,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.132
18.86,8.0,0.0,0.378,0.377,0.219,0.217,1.163,59.144
18.86,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.144
18.87,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.13
18.87,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.13
18.87,8.0,0.0,0.378,0.377,0.219,0.217,1.163,59.142
18.87,8.0,1.0,0.822,0.82,0.667,0.665,1.163,59.142
18.88,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.128
18.88,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.128
18.88,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.14
18.88,8.0,1.0,0.822,0.82,0.667,0.665,1.162,59.14
18.89,6.0,0.0,0.295,0.294,0.217,0.215,0.762,58.126
18.89,6.0,1.0,0.737,0.735,0.661,0.659,0.762,58.126
18.89,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.139
18.89,8.0,1.0,0.822,0.82,0.667,0.665,1.162,59.139
18.9,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.124
18.9,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.124
18.9,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.137
18.9,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.137
18.91,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.122
18.91,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.122
18.91,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.136
18.91,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.136
18.92,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.121
18.92,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.121
18.92,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.134
18.92,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.134
18.93,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.119
18.93,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.119
18.93,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.133
18.93,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.133
18.94,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.117
18.94,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.117
18.94,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.131
18.94,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.131
18.95,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.115
18.95,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.115
18.95,8.0,0.0,0.378,0.377,0.219,0.217,1.162,59.13
18.95,8.0,1.0,0.822,0.82,0.666,0.665,1.162,59.13
18.96,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.113
18.96,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.113
18.96,8.0,0.0,0.378,0.377,0.219,0.217,1.161,59.128
18.96,8.0,1.0,0.822,0.82,0.666,0.665,1.161,59.128
18.97,6.0,0.0,0.295,0.294,0.217,0.215,0.761,58.111
18.97,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.111
18.97,8.0,0.0,0.378,0.377,0.219,0.217,1.161,59.126
18.97,8.0,1.0,0.822,0.82,0.666,0.665,1.161,59.126
18.98,6.0,0.0,0.295,0.293,0.217,0.215,0.761,58.109
18.98,6.0,1.0,0.737,0.735,0.661,0.659,0.761,58.109
18.98,8.0,0.0,0.378,0.376,0.219,0.217,1.161,59.125
18.98,8.0,1.0,0.822,0.82,0.666,0.665,1.161,59.125
18.99,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.107
18.99,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.107
18.99,8.0,0.0,0.378,0.376,0.219,0.217,1.161,59.123
18.99,8.0,1.0,0.822,0.82,0.666,0.665,1.161,59.123
19.0,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.105
19.0,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.105
19.0,8.0,0.0,0.378,0.376,0.219,0.217,1.161,59.122
19.0,8.0,1.0,0.822,0.82,0.666,0.665,1.161,59.122
19.01,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.103
19.01,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.103
19.01,8.0,0.0,0.378,0.376,0.219,0.217,1.161,59.12
19.01,8.0,1.0,0.821,0.82,0.666,0.665,1.161,59.12
19.02,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.101
19.02,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.101
19.02,8.0,0.0,0.378,0.376,0.219,0.217,1.161,59.119
19.02,8.0,1.0,0.821,0.82,0.666,0.665,1.161,59.119
19.03,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.1
19.03,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.1
19.03,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.117
19.03,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.117
19.04,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.098
19.04,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.098
19.04,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.116
19.04,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.116
19.05,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.096
19.05,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.096
19.05,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.114
19.05,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.114
19.06,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.094
19.06,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.094
19.06,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.113
19.06,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.113
19.07,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.092
19.07,6.0,1.0,0.737,0.735,0.661,0.659,0.76,58.092
19.07,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.111
19.07,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.111
19.08,6.0,0.0,0.295,0.293,0.217,0.215,0.76,58.09
19.08,6.0,1.0,0.736,0.735,0.661,0.659,0.76,58.09
19.08,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.11
19.08,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.11
19.09,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.088
19.09,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.088
19.09,8.0,0.0,0.378,0.376,0.219,0.217,1.16,59.108
19.09,8.0,1.0,0.821,0.82,0.666,0.665,1.16,59.108
19.1,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.086
19.1,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.086
19.1,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.106
19.1,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.106
19.11,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.084
19.11,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.084
19.11,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.105
19.11,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.105
19.12,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.082
19.12,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.082
19.12,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.103
19.12,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.103
19.13,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.081
19.13,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.081
19.13,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.102
19.13,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.102
19.14,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.079
19.14,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.079
19.14,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.1
19.14,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.1
19.15,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.077
19.15,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.077
19.15,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.099
19.15,8.0,1.0,0.821,0.82,0.666,0.665,1.159,59.099
19.16,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.075
19.16,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.075
19.16,8.0,0.0,0.378,0.376,0.219,0.217,1.159,59.097
19.16,8.0,1.0,0.821,0.819,0.666,0.665,1.159,59.097
19.17,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.073
19.17,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.073
19.17,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.096
19.17,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.096
19.18,6.0,0.0,0.295,0.293,0.217,0.215,0.759,58.071
19.18,6.0,1.0,0.736,0.735,0.661,0.659,0.759,58.071
19.18,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.094
19.18,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.094
19.19,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.069
19.19,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.069
19.19,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.093
19.19,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.093
19.2,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.067
19.2,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.067
19.2,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.091
19.2,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.091
19.21,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.066
19.21,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.066
19.21,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.09
19.21,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.09
19.22,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.064
19.22,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.064
19.22,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.088
19.22,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.088
19.23,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.062
19.23,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.062
19.23,8.0,0.0,0.378,0.376,0.219,0.217,1.158,59.087
19.23,8.0,1.0,0.821,0.819,0.666,0.665,1.158,59.087
19.24,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.06
19.24,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.06
19.24,8.0,0.0,0.378,0.376,0.219,0.217,1.157,59.085
19.24,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.085
19.25,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.058
19.25,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.058
19.25,8.0,0.0,0.378,0.376,0.219,0.217,1.157,59.084
19.25,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.084
19.26,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.056
19.26,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.056
19.26,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.082
19.26,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.082
19.27,6.0,0.0,0.295,0.293,0.217,0.215,0.758,58.054
19.27,6.0,1.0,0.736,0.735,0.661,0.659,0.758,58.054
19.27,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.081
19.27,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.081
19.28,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.053
19.28,6.0,1.0,0.736,0.735,0.661,0.659,0.757,58.053
19.28,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.079
19.28,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.079
19.29,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.051
19.29,6.0,1.0,0.736,0.735,0.661,0.659,0.757,58.051
19.29,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.078
19.29,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.078
19.3,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.049
19.3,6.0,1.0,0.736,0.735,0.661,0.659,0.757,58.049
19.3,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.076
19.3,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.076
19.31,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.047
19.31,6.0,1.0,0.736,0.735,0.661,0.659,0.757,58.047
19.31,8.0,0.0,0.377,0.376,0.219,0.217,1.157,59.075
19.31,8.0,1.0,0.821,0.819,0.666,0.665,1.157,59.075
19.32,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.045
19.32,6.0,1.0,0.736,0.735,0.661,0.659,0.757,58.045
19.32,8.0,0.0,0.377,0.376,0.219,0.217,1.156,59.073
19.32,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.073
19.33,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.043
19.33,6.0,1.0,0.736,0.734,0.661,0.659,0.757,58.043
19.33,8.0,0.0,0.377,0.376,0.219,0.217,1.156,59.072
19.33,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.072
19.34,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.041
19.34,6.0,1.0,0.736,0.734,0.661,0.659,0.757,58.041
19.34,8.0,0.0,0.377,0.376,0.219,0.217,1.156,59.07
19.34,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.07
19.35,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.04
19.35,6.0,1.0,0.736,0.734,0.661,0.659,0.757,58.04
19.35,8.0,0.0,0.377,0.376,0.219,0.217,1.156,59.069
19.35,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.069
19.36,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.038
19.36,6.0,1.0,0.736,0.734,0.661,0.659,0.757,58.038
19.36,8.0,0.0,0.377,0.376,0.219,0.217,1.156,59.067
19.36,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.067
19.37,6.0,0.0,0.295,0.293,0.217,0.215,0.757,58.036
19.37,6.0,1.0,0.736,0.734,0.661,0.659,0.757,58.036
19.37,8.0,0.0,0.377,0.376,0.218,0.217,1.156,59.066
19.37,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.066
19.38,6.0,0.0,0.295,0.293,0.217,0.215,0.756,58.034
19.38,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.034
19.38,8.0,0.0,0.377,0.376,0.218,0.217,1.156,59.064
19.38,8.0,1.0,0.821,0.819,0.666,0.665,1.156,59.064
19.39,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.032
19.39,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.032
19.39,8.0,0.0,0.377,0.376,0.218,0.217,1.155,59.063
19.39,8.0,1.0,0.821,0.819,0.666,0.665,1.155,59.063
19.4,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.03
19.4,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.03
19.4,8.0,0.0,0.377,0.376,0.218,0.217,1.155,59.061
19.4,8.0,1.0,0.821,0.819,0.666,0.665,1.155,59.061
19.41,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.029
19.41,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.029
19.41,8.0,0.0,0.377,0.376,0.218,0.217,1.155,59.06
19.41,8.0,1.0,0.821,0.819,0.666,0.665,1.155,59.06
19.42,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.027
19.42,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.027
19.42,8.0,0.0,0.377,0.375,0.218,0.217,1.155,59.058
19.42,8.0,1.0,0.82,0.819,0.666,0.665,1.155,59.058
19.43,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.025
19.43,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.025
19.43,8.0,0.0,0.377,0.375,0.218,0.217,1.155,59.057
19.43,8.0,1.0,0.82,0.819,0.666,0.665,1.155,59.057
19.44,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.023
19.44,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.023
19.44,8.0,0.0,0.377,0.375,0.218,0.217,1.155,59.055
19.44,8.0,1.0,0.82,0.819,0.666,0.665,1.155,59.055
19.45,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.021
19.45,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.021
19.45,8.0,0.0,0.377,0.375,0.218,0.217,1.155,59.054
19.45,8.0,1.0,0.82,0.819,0.666,0.665,1.155,59.054
19.46,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.019
19.46,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.019
19.46,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.052
19.46,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.052
19.47,6.0,0.0,0.294,0.293,0.217,0.215,0.756,58.018
19.47,6.0,1.0,0.736,0.734,0.661,0.659,0.756,58.018
19.47,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.051
19.47,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.051
19.48,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.016
19.48,6.0,1.0,0.736,0.734,0.661,0.659,0.755,58.016
19.48,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.05
19.48,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.05
19.49,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.014
19.49,6.0,1.0,0.736,0.734,0.661,0.659,0.755,58.014
19.49,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.048
19.49,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.048
19.5,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.012
19.5,6.0,1.0,0.736,0.734,0.661,0.659,0.755,58.012
19.5,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.047
19.5,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.047
19.51,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.01
19.51,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.01
19.51,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.045
19.51,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.045
19.52,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.008
19.52,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.008
19.52,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.044
19.52,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.044
19.53,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.007
19.53,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.007
19.53,8.0,0.0,0.377,0.375,0.218,0.217,1.154,59.042
19.53,8.0,1.0,0.82,0.819,0.666,0.665,1.154,59.042
19.54,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.005
19.54,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.005
19.54,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.041
19.54,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.041
19.55,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.003
19.55,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.003
19.55,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.039
19.55,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.039
19.56,6.0,0.0,0.294,0.293,0.217,0.215,0.755,58.001
19.56,6.0,1.0,0.736,0.734,0.66,0.659,0.755,58.001
19.56,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.038
19.56,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.038
19.57,6.0,0.0,0.294,0.293,0.217,0.215,0.755,57.999
19.57,6.0,1.0,0.736,0.734,0.66,0.659,0.755,57.999
19.57,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.036
19.57,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.036
19.58,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.998
19.58,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.998
19.58,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.035
19.58,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.035
19.59,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.996
19.59,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.996
19.59,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.033
19.59,8.0,1.0,0.82,0.819,0.666,0.665,1.153,59.033
19.6,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.994
19.6,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.994
19.6,8.0,0.0,0.377,0.375,0.218,0.217,1.153,59.032
19.6,8.0,1.0,0.82,0.818,0.666,0.665,1.153,59.032
19.61,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.992
19.61,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.992
19.61,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.031
19.61,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.031
19.62,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.99
19.62,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.99
19.62,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.029
19.62,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.029
19.63,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.989
19.63,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.989
19.63,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.028
19.63,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.028
19.64,6.0,0.0,0.294,0.293,0.217,0.215,0.754,57.987
19.64,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.987
19.64,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.026
19.64,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.026
19.65,6.0,0.0,0.294,0.293,0.216,0.215,0.754,57.985
19.65,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.985
19.65,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.025
19.65,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.025
19.66,6.0,0.0,0.294,0.293,0.216,0.215,0.754,57.983
19.66,6.0,1.0,0.736,0.734,0.66,0.659,0.754,57.983
19.66,8.0,0.0,0.377,0.375,0.218,0.217,1.152,59.023
19.66,8.0,1.0,0.82,0.818,0.666,0.665,1.152,59.023
19.67,6.0,0.0,0.294,0.293,0.216,0.215,0.754,57.981
